Thread     Type        Activity             PID    TTL  
0xc8       Default     0x0                  0      0    kernel: (IOPCIFamily) pci (build 20:54:40 Mar  6 2023), flags 0xc3008
0xc8       Default     0x0                  0      0    kernel: (AppleT8103PCIeC) AppleTunneledPCIE::start(apciec0) this = <private>, _debugFlags = 0x80000001
0xcb       Default     0x0                  0      0    kernel: (AppleThunderboltNHI) 4929117us AppleThunderboltGenericHAL::probe
0xcb       Default     0x0                  0      0    kernel: (AppleThunderboltNHI) 4929117us AppleThunderboltGenericHAL::probe
0xcb       Default     0x0                  0      0    kernel: (AppleThunderboltNHI) 4929135us AppleThunderboltGenericHAL(0)::start
0xcb       Default     0x0                  0      0    kernel: (AppleThunderboltNHI) 4929135us AppleThunderboltGenericHAL(0)::start
0xce       Default     0x0                  0      0    kernel: (IOPCIFamily) pci (build 20:54:40 Mar  6 2023), flags 0xc3008
0xce       Default     0x0                  0      0    kernel: (IOPCIFamily) pci (build 20:54:40 Mar  6 2023), flags 0xc3008
0xce       Default     0x0                  0      0    kernel: (AppleT8103PCIeC) AppleTunneledPCIE::start(apciec1) this = <private>, _debugFlags = 0x80000001
0xd1       Default     0x0                  0      0    kernel: (AppleThunderboltNHI) 4934072us AppleThunderboltGenericHAL::probe
0xd1       Default     0x0                  0      0    kernel: (AppleThunderboltNHI) 4934072us AppleThunderboltGenericHAL::probe
0xd1       Default     0x0                  0      0    kernel: (AppleThunderboltNHI) 4934088us AppleThunderboltGenericHAL(0)::start
0xd1       Default     0x0                  0      0    kernel: (AppleThunderboltNHI) 4934088us AppleThunderboltGenericHAL(0)::start
0xd4       Info        0x0                  0      0    kernel: (IODisplayPortFamily) IOAV[1] AppleDisplayCrossbar(display-crossbar0)<0x1******64>::start: ok: 1, UFP endpoints: 1, DFP endpoints: 2
0xd7       Info        0x0                  0      0    kernel: (AppleDisplayCrossbar) IOAV[5] AppleATCDPINAdapterPort(atc0-dpin0)<0x1******67>::handleStart: _debugEnabledConfiguration=NO _panicOnDeactivateTimeout=NO
0xd8       Info        0x0                  0      0    kernel: (AppleDisplayCrossbar) IOAV[7] AppleATCDPINAdapterPort(atc0-dpin1)<0x1******68>::handleStart: _debugEnabledConfiguration=NO _panicOnDeactivateTimeout=NO
0xdb       Info        0x0                  0      0    kernel: (AppleDisplayCrossbar) IOAV[11] AppleATCDPINAdapterPort(atc1-dpin0)<0x1******6b>::handleStart: _debugEnabledConfiguration=NO _panicOnDeactivateTimeout=NO
0xdc       Info        0x0                  0      0    kernel: (AppleDisplayCrossbar) IOAV[13] AppleATCDPINAdapterPort(atc1-dpin1)<0x1******6c>::handleStart: _debugEnabledConfiguration=NO _panicOnDeactivateTimeout=NO
0xde       Default     0x0                  0      0    kernel: (AppleInterruptController) AppleInterruptController::start: _aicVersion = 2 _aicBaseAddress = 0x<private> _aicNumExtInts = 0x00000380 _aicNumIPIs = 0x00000010
0xde       Default     0x0                  0      0    kernel: (AppleInterruptController) AppleInterruptController::start: Num Shared Timestamps == 16
0xe1       Default     0x0                  0      0    kernel: (AppleT8101) AppleT8101PlatformErrorHandler::start: this: <private>
0xe1       Default     0x0                  0      0    kernel: (AppleT8101) AppleT8101PlatformErrorHandler::start: _dcsChannelEnableMask set to 0xff
0xe1       Default     0x0                  0      0    kernel: (AppleT8101) AppleT8101PlatformErrorHandler::start: NP amcc map <private> base <private>
0xe1       Default     0x0                  0      0    kernel: (AppleT8101) AppleT8101PlatformErrorHandler::start: PLANE0 amcc cntrl map <private> base <private>
0xe1       Default     0x0                  0      0    kernel: (AppleT8101) AppleT8101PlatformErrorHandler::start: PLANE0 amcc debug map <private> base <private>
0xe1       Default     0x0                  0      0    kernel: (AppleT8101) AppleT8101PlatformErrorHandler::start: PLANE0 amcc dsid map <private> base <private>
0xe1       Default     0x0                  0      0    kernel: (AppleT8101) AppleT8101PlatformErrorHandler::start: PLANE1 amcc cntrl map <private> base <private>
0xe1       Default     0x0                  0      0    kernel: (AppleT8101) AppleT8101PlatformErrorHandler::start: PLANE1 amcc debug map <private> base <private>
0xe1       Default     0x0                  0      0    kernel: (AppleT8101) AppleT8101PlatformErrorHandler::start: PLANE1 amcc dsid map <private> base <private>
0xe1       Default     0x0                  0      0    kernel: (AppleT8101) AppleT8101PlatformErrorHandler::start: PLANE2 amcc cntrl map <private> base <private>
0xe1       Default     0x0                  0      0    kernel: (AppleT8101) AppleT8101PlatformErrorHandler::start: PLANE2 amcc debug map <private> base <private>
0xe1       Default     0x0                  0      0    kernel: (AppleT8101) AppleT8101PlatformErrorHandler::start: PLANE2 amcc dsid map <private> base <private>
0xe1       Default     0x0                  0      0    kernel: (AppleT8101) AppleT8101PlatformErrorHandler::start: PLANE3 amcc cntrl map <private> base <private>
0xe1       Default     0x0                  0      0    kernel: (AppleT8101) AppleT8101PlatformErrorHandler::start: PLANE3 amcc debug map <private> base <private>
0xe1       Default     0x0                  0      0    kernel: (AppleT8101) AppleT8101PlatformErrorHandler::start: PLANE3 amcc dsid map <private> base <private>
0xe1       Default     0x0                  0      0    kernel: (AppleT8101) AppleT8101PlatformErrorHandler::start: SEP_FUSE_CFG map <private> base <private>
0xe1       Default     0x0                  0      0    kernel: (AppleT8101) AppleT8101PlatformErrorHandler::start: SEP_FUSE_THERMAL map <private> base <private>
0xe1       Default     0x0                  0      0    kernel: (AppleT8101) AppleT8101PlatformErrorHandler::start: PMGRCLKGEN_SOC map <private> base <private>
0xe1       Default     0x0                  0      0    kernel: (AppleT8101) AppleT8101PlatformErrorHandler::start: PMGR_SOC map <private> base <private>
0xe1       Default     0x0                  0      0    kernel: (AppleT8101) AppleT8101PlatformErrorHandler::start: DCS map <private> base <private>
0xe1       Default     0x0                  0      0    kernel: (AppleT8101) AppleT8101PlatformErrorHandler::start: _interruptEnableMask set to 7ff
0xe3       Default     0x0                  0      0    kernel: (AppleS5L8920XPWM) AppleS5L8920XPWM::start: _pwmBaseAddress: <private>
0xe4       Default     0x0                  0      0    kernel: (AppleS8000AES) Couldn't find sioaesdisable-offset from DeviceTree to override
0xe4       Default     0x0                  0      0    kernel: (AppleS8000AES) Couldn't find sioaesdisableuid1-offset from DeviceTree to override
0xe4       Default     0x0                  0      0    kernel: (AppleS8000AES) Couldn't find sioaesdisablegid0-offset from DeviceTree to override
0xe4       Default     0x0                  0      0    kernel: (AppleS8000AES) Couldn't find sioaesdisablegid1-offset from DeviceTree to override
0xe4       Default     0x0                  0      0    kernel: (AppleS8000AES) AppleS8000AES::start: registers at phys:0x0x******000/0x0x******000 virt:0x<private>/0x0x4000 / 0x<private>/0x0x4000
0xe4       Default     0x0                  0      0    kernel: (AppleS8000AES) AppleS8000AES::start: aes-version: 3
0xe4       Default     0x0                  0      0    kernel: (AppleS8000AES) AppleS8000AES::start: address-width: 36
0xe4       Default     0x0                  0      0    kernel: (AppleS8000AES) AppleS8000AES::start: using-acg: no
0xe5       Default     0x0                  0      0    kernel: (AppleGPIOICController) AppleGPIOICController::start: this: <private>, _gpioicBaseAddress: <private>
0xe6       Default     0x0                  0      0    kernel: (AppleGPIOICController) AppleGPIOICController::start: this: <private>, _gpioicBaseAddress: <private>
0xe7       Default     0x0                  0      0    kernel: (AppleGPIOICController) AppleGPIOICController::start: this: <private>, _gpioicBaseAddress: <private>
0xe8       Default     0x0                  0      0    kernel: (AppleGPIOICController) AppleGPIOICController::start: this: <private>, _gpioicBaseAddress: <private>
0xeb       Default     0x0                  0      0    kernel: (ApplePMGR) ApplePMGR: Starting AppleT8103PMGR
0x7a       Default     0x0                  0      0    kernel: PMRD: power event 7 args 0x*************f05 0x0
0x7a       Default     0x0                  0      0    kernel: PMRD: power event 7 args 0x*************885 0x0
0x7a       Default     0x0                  0      0    kernel: PMRD: power event 7 args 0x*************fa5 0x0
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0xd0064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0xe0064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0xf0064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0xc3       Default     0x0                  0      0    kernel: (corecapture) Created CCLogPipe (Owner: com.apple.driver.AppleOLYHAL - Name: DriverLogs)
0xc3       Default     0x0                  0      0    kernel: (corecapture) withOwnerNameCapacity:157 Pipe Owner:com.apple.driver.AppleOLYHAL Name:DriverLogs LogIdentifier:AppleOLYHAL_log
0xc3       Default     0x0                  0      0    kernel: (corecapture) CCLogStream::createReportSet() fCoreCaptureReporter 0x*************8f8
0xc3       Default     0x0                  0      0    kernel: (corecapture) CCLogStream::createReportersAndLegend() streamName olyhalStream
0x65       Default     0x0                  0      0    kernel: using 9643 buffer headers and 6869 cluster IO buffer headers
0x155      Default     0x0                  0      0    kernel: (AppleMobileFileIntegrity) AMFI: developer mode is force enabled on this platform
0x155      Default     0x0                  0      0    kernel: (AppleMobileFileIntegrity) AMFI: finished: 1 1
0xc3       Default     0x0                  0      0    kernel: (corecapture) Created CCLogStream (Name: olyhalStream)
0xc3       Default     0x0                  0      0    kernel: (AppleOLYHAL) Creating an object of AppleOLYHALPlatformFunctionEmbeddedAMFM class
0x156      Default     0x0                  0      0    kernel: Couldn't alloc class "AppleKeyStoreTest"
0x156      Default     0x0                  0      0    kernel: (IOTimeSyncFamily) IOTimeSyncClockManagerLoader::probe TimeSyncTime not ready yet
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x100064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x110064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7a       Default     0x0                  0      0    kernel: PMRD: power event 7 args 0x*************825 0x0
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0x120064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x8d       Info        0x0                  0      0    kernel: (IOHIDFamily) AppleM68Buttons:0x1*****28a start
0xf9       Default     0x0                  0      0    kernel: (AppleSPIMC) spi1 AppleSPIMCController::start:129: using CCLK 200000000
0xf9       Default     0x0                  0      0    kernel: (AppleSPIMC) AppleSPIMCController::start: spi1: _spiBaseAddress = 0x2******00:<private>, _spiInternalCS = 0, allowHWDelay = 0
0x13a      Default     0x0                  0      0    kernel: (AppleARMPlatform) virtual bool AppleARMLightEmUp::start(IOService *): starting...
0x138      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8020MTRTempSensor::start: missing device tree value (alarm0-temp)
0x138      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8020MTRTempSensor::start: missing device tree value (alarm1-temp)
0x138      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleMobsiTmpSADC:0x1******94 start
0x138      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x137      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8020MTRTempSensor::start: missing device tree value (alarm0-temp)
0x137      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8020MTRTempSensor::start: missing device tree value (alarm1-temp)
0x137      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleMobsiTmpSADC:0x1******97 start
0x137      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x136      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL2)
0x136      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL1)
0x136      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleMobsiTmpSADC:0x1******9c start
0x136      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x130064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x140064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0xd7       Info        0x0                  0      0    kernel: (IODisplayPortFamily) IOAV[15] AppleATCDPINAdapterPort(atc0-dpin0)<0x1******67>::getAddressPropertyWithProvider: dp-switch-dfp-domain: not specified; defaulting to 0.
0xd8       Info        0x0                  0      0    kernel: (IODisplayPortFamily) IOAV[17] AppleATCDPINAdapterPort(atc0-dpin1)<0x1******68>::getAddressPropertyWithProvider: dp-switch-dfp-domain: not specified; defaulting to 0.
0xdb       Info        0x0                  0      0    kernel: (IODisplayPortFamily) IOAV[19] AppleATCDPINAdapterPort(atc1-dpin0)<0x1******6b>::getAddressPropertyWithProvider: dp-switch-dfp-domain: not specified; defaulting to 0.
0xdc       Info        0x0                  0      0    kernel: (IODisplayPortFamily) IOAV[21] AppleATCDPINAdapterPort(atc1-dpin1)<0x1******6c>::getAddressPropertyWithProvider: dp-switch-dfp-domain: not specified; defaulting to 0.
0x134      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL2)
0x134      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL1)
0x134      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleMobsiTmpSADC:0x1******a0 start
0x134      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x150064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x160064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x133      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL2)
0x133      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL1)
0x133      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleMobsiTmpSADC:0x1******a4 start
0x133      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x170064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x180064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0xdd       Default     0x0                  0      0    kernel: (AppleT8101) Invalid DSID group 65535
0xeb       Default     0x0                  0      0    kernel: (AppleT8103PMGR) ApplePMGR: mcx-fast-pcpu-frequency set to 2184 MHz
0x173      Default     0x0                  0      0    kernel: (AppleT8103CLPCv3) AppleCLPCv3 start
0x175      Default     0x0                  0      0    kernel: ApplePassthroughPPM::probe(ppm)
0x175      Default     0x0                  0      0    kernel: ApplePassthroughPPM::start(ppm) <1>
0x175      Default     0x0                  0      0    kernel: (ApplePassthroughPPM) ApplePassthroughPPM::start (<private>)
0x175      Default     0x0                  0      0    kernel: (ApplePassthroughPPM) ApplePPM::start (<private>)
0x175      Default     0x0                  0      0    kernel: (ApplePassthroughPPM) ApplePPMCPMS::initLocal (<private>)
0x175      Default     0x0                  0      0    kernel: (ApplePassthroughPPM) Platform supports LPEM: 0
0x175      Default     0x0                  0      0    kernel: (ApplePassthroughPPM) ApplePPM::initLocal success
0x135      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL2)
0x135      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL1)
0x135      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleMobsiTmpSADC:0x1******af start
0x135      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x190064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x1a0064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0xe2       Default     0x0                  0      0    kernel: (AppleS8000DWI) AppleS8000DWI::start v1 _dwiBaseAddress: <private>, buck mask = 0x00000000
0x7e       Default     0x0                  0      0    kernel: (AppleFireStormErrorHandler) AppleARM64ErrorHandler: will not panic on correctible ECC errors
0x7e       Default     0x0                  0      0    kernel: [0]ml_processor_register>pset_find(cluster_id=0) returned pset 0
0x7e       Default     0x0                  0      0    kernel: [0]ml_processor_register>cpu_id <private> cluster_id 0 cpu_number 0 is type 1
0x7e       Default     0x0                  0      0    kernel: cpu_start() cpu: 0
0x17f      Default     0x0                  0      0    kernel: Couldn't alloc class "AppleKeyStoreTest"
0x17f      Default     0x0                  0      0    kernel: (IOTimeSyncFamily) IOTimeSyncClockManagerLoader::probe TimeSyncTime not ready yet
0xfc       Default     0x0                  0      0    kernel: (AudioDMAController_T8103) admac-aop-audio: Built on Mar  6 2023 at 20:51:38.           
General panic behavior:
          	debugFacility = 0x80000001
          	chan debug    = 0x0000ffff
          	Gen PanicMask = 0x000087fb
          
Test features:
          	PseudoMem     = 0x00000000
          	PeriphDisable = 0x00000000
          	DMADisable    = 0x00000000
          	AXIBurstSize  = 0x00000003
          	TSC Mode      = 0x00000000
          
Jitter:
          	Tx WA mask    = 0x0000ffff
          	Rx WA mask    = 0x0000ffff
          	HiJ panic msk = 0x00000000
          	HiJ threshold = 0x00000960
0xfc       Default     0x0                  0      0    kernel: (AudioDMAController_T8103) _getExecutionPlatform: AudioDMAController::admac-aop-audio::483: Running on silicon.
0x80       Default     0x0                  0      0    kernel: [0]ml_processor_register>pset_find(cluster_id=0) returned pset 0
0x80       Default     0x0                  0      0    kernel: [0]ml_processor_register>cpu_id <private> cluster_id 0 cpu_number 2 is type 1
0x80       Default     0x0                  0      0    kernel: cpu_start() cpu: 2
0x83       Default     0x0                  0      0    kernel: [2]ml_processor_register>pset_find(cluster_id=1) returned pset -1
0x83       Default     0x0                  0      0    kernel: [    5.076619]: arm_cpu_init(): cpu 2 online
0x83       Default     0x0                  0      0    kernel: [2]ml_processor_register>pset_create(cluster_id=1) returned pset 1
0x83       Default     0x0                  0      0    kernel: [2]ml_processor_register>cpu_id <private> cluster_id 1 cpu_number 5 is type 2
0x83       Default     0x0                  0      0    kernel: cpu_start() cpu: 5
0x132      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL2)
0x132      Default     0x0                  0      0    kernel: [    5.078905]:  vm_cache_geometry_colors: 64
0x132      Default     0x0                  0      0    kernel: [    5.078914]: do_cacheid() - 327680 bytes Unknown cache (I:1****8 D:1****2 (separate)), 12-way assoc, 128 bytes/line
0x132      Default     0x0                  0      0    kernel: [    5.078925]: arm_cpu_init(): cpu 5 online
0x132      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL1)
0x132      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleMobsiTmpSADC:0x1******b6 start
0x132      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x7f       Default     0x0                  0      0    kernel: [2]ml_processor_register>pset_find(cluster_id=0) returned pset 0
0x7f       Default     0x0                  0      0    kernel: [2]ml_processor_register>cpu_id <private> cluster_id 0 cpu_number 1 is type 1
0x7f       Default     0x0                  0      0    kernel: cpu_start() cpu: 1
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x1b0064
0x7a       Default     0x0                  0      0    kernel: [    5.081381]: arm_cpu_init(): cpu 1 online
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x1c0064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x131      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL2)
0x131      Default     0x0                  0      0    kernel: (AppleEmbeddedTempSensor) AppleT8015TempSensor::start: missing device tree value (sensor-offset-CTL1)
0x131      Info        0x0                  0      0    kernel: (IOHIDFamily) AppleMobsiTmpSADC:0x1******ba start
0x131      Default     0x0                  0      0    kernel: (IOHIDFamily) HID: Legacy shim 2
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x1d0064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x1e0064
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x82       Default     0x0                  0      0    kernel: [0]ml_processor_register>pset_find(cluster_id=1) returned pset 1
0x82       Default     0x0                  0      0    kernel: [0]ml_processor_register>cpu_id <private> cluster_id 1 cpu_number 4 is type 2
0x82       Default     0x0                  0      0    kernel: cpu_start() cpu: 4
0x85       Default     0x0                  0      0    kernel: [0]ml_processor_register>pset_find(cluster_id=1) returned pset 1
0x85       Default     0x0                  0      0    kernel: [    5.086548]: arm_cpu_init(): cpu 4 online
0x85       Default     0x0                  0      0    kernel: [0]ml_processor_register>cpu_id <private> cluster_id 1 cpu_number 7 is type 2
0x85       Default     0x0                  0      0    kernel: cpu_start() cpu: 7
0x81       Default     0x0                  0      0    kernel: [1]ml_processor_register>pset_find(cluster_id=0) returned pset 0
0x81       Default     0x0                  0      0    kernel: [    5.088591]: arm_cpu_init(): cpu 7 online
0x81       Default     0x0                  0      0    kernel: [1]ml_processor_register>cpu_id <private> cluster_id 0 cpu_number 3 is type 1
0x81       Default     0x0                  0      0    kernel: cpu_start() cpu: 3
0x84       Default     0x0                  0      0    kernel: [0]ml_processor_register>pset_find(cluster_id=1) returned pset 1
0x84       Default     0x0                  0      0    kernel: [    5.090436]: arm_cpu_init(): cpu 3 online
0x84       Default     0x0                  0      0    kernel: [0]ml_processor_register>cpu_id <private> cluster_id 1 cpu_number 6 is type 2
0x84       Default     0x0                  0      0    kernel: cpu_start() cpu: 6
0xcd       Default     0x0                  0      0    kernel: (AppleA7IOP) AppleA7IOPNub: withRegistryEntry, 47: allocated nub <private>
0xcd       Default     0x0                  0      0    kernel: [    5.092181]: arm_cpu_init(): cpu 6 online
0xd3       Default     0x0                  0      0    kernel: (AppleA7IOP) AppleA7IOPNub: withRegistryEntry, 47: allocated nub <private>
0x178      Default     0x0                  0      0    kernel: (ApplePassthroughPPM) ApplePPMPolicyCPMS::setDetailedThermalPowerBudget:setDetailedThermalPowerBudget: clientId 2, details 0, Thermal Budget 65000
0x178      Default     0x0                  0      0    kernel: (ApplePassthroughPPM) ApplePPMPolicyCPMS::setDetailedThermalPowerBudget:setDetailedThermalPowerBudget: clientId 2, details 8463505514082629983, Thermal Budget 15000
0x178      Default     0x0                  0      0    kernel: (ApplePassthroughPPM) ApplePPMPolicyCPMS::setDetailedThermalPowerBudget:setDetailedThermalPowerBudget: clientId 2, details 8317413421380756850, Thermal Budget 65000
0x178      Default     0x0                  0      0    kernel: (ApplePassthroughPPM) ApplePPMPolicyCPMS::setDetailedThermalPowerBudget:setDetailedThermalPowerBudget: clientId 7, details 1414746706, Thermal Budget 4294967295
0x178      Default     0x0                  0      0    kernel: (ApplePassthroughPPM) ApplePPMPolicyCPMS::setDetailedThermalPowerBudget:setDetailedThermalPowerBudget: clientId 7, details 1414742610, Thermal Budget 4294967295
0x178      Default     0x0                  0      0    kernel: (ApplePassthroughPPM) ApplePPMPolicyCPMS::setDetailedThermalPowerBudget:setDetailedThermalPowerBudget: clientId 7, details 0, Thermal Budget 4294967295
0x178      Default     0x0                  0      0    kernel: (ApplePassthroughPPM) ApplePPMPolicyCPMS::setDetailedThermalPowerBudget:setDetailedThermalPowerBudget: clientId 7, details 0, Thermal Budget 4294967295
0x178      Default     0x0                  0      0    kernel: (ApplePassthroughPPM) ApplePPMPolicyCPMS::setDetailedThermalPowerBudget:setDetailedThermalPowerBudget: clientId 11, details 0, Thermal Budget 4294967295
0x178      Default     0x0                  0      0    kernel: (ApplePassthroughPPM) ApplePPMPolicyCPMS::setDetailedThermalPowerBudget:setDetailedThermalPowerBudget: clientId 0, details 0, Thermal Budget 4294967295
0x178      Default     0x0                  0      0    kernel: (ApplePassthroughPPM) ApplePPMPolicyCPMS::setDetailedThermalPowerBudget:setDetailedThermalPowerBudget: clientId 9, details 0, Thermal Budget 4294967295
0x178      Default     0x0                  0      0    kernel: (ApplePassthroughPPM) ApplePPMPolicyCPMS::setDetailedThermalPowerBudget:setDetailedThermalPowerBudget: clientId 10, details 0, Thermal Budget 4294967295
0xed       Default     0x0                  0      0    kernel: (AppleEventLogHandler) AppleEventLogHandler: started
0x7a       Default     0x0                  0      0    kernel: PMRD: power event 7 args 0x*************d25 0x0
0xf4       Default     0x0                  0      0    kernel: (AppleA7IOP) AppleA7IOPNub: withRegistryEntry, 47: allocated nub <private>
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0x1f0064
0xf8       Default     0x0                  0      0    kernel: (AppleSerialShim) [dockchannel] Started AppleSerialShim.
0x7a       Default     0x0                  0      0    kernel: (ApplePassthroughPPM) ApplePPMCPMS::sleepWakeNotification:from 0x00000000, to 0x0000000f, flags 0x00000000
0x7a       Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
0x120      Default     0x0                  0      0    kernel: (AppleA7IOP) AppleA7IOPNub: withRegistryEntry, 47: allocated nub <private>
0xfb       Default     0x0                  0      0    kernel: (AudioDMAController_T8103) admac-sio: Built on Mar  6 2023 at 20:51:38.           
General panic behavior:
          	debugFacility = 0x80000001
          	chan debug    = 0x0000ffff
          	Gen PanicMask = 0x000087fb
          
Test features:
          	PseudoMem     = 0x00000000
          	PeriphDisable = 0x00000000
          	DMADisable    = 0x00000000
          	AXIBurstSize  = 0x00000003
          	TSC Mode      = 0x00000000
          
Jitter:
          	Tx WA mask    = 0x0000ffff
          	Rx WA mask    = 0x0000ffff
